Filename,Topic 1,Topic 2,Topic 3
712484newsML.xml,12 (0.3548368515559822),37 (0.3233997271025405),6 (0.15734819091700852)
569241newsML.xml,1 (0.5726382690588608),49 (0.10445541068762877),41 (0.10261266302635447)
610219newsML.xml,44 (0.7656535797634064),41 (0.11694516120112947),40 (0.10534997698416762)
610733newsML.xml,19 (0.9777272727272704),49 (0.00045454545454549705),12 (0.00045454545454549705)
569288newsML.xml,38 (0.6892234140585548),32 (0.1945019224920606),16 (0.05788703865701636)
645219newsML.xml,24 (0.5377217420038993),44 (0.2620421502342363),10 (0.19526256278830306)
479807newsML.xml,16 (0.7181441630965226),29 (0.1338886606347144),32 (0.06768421521212249)
569131newsML.xml,29 (0.3354018042448042),21 (0.18642058664545197),17 (0.1563631040068343)
610169newsML.xml,44 (0.47064990710952603),8 (0.20009816249802787),14 (0.1281620450380835)
610443newsML.xml,42 (0.6648758457825278),38 (0.13841569772218126),32 (0.10519200079004387)
659557newsML.xml,40 (0.3845999470960691),36 (0.2678690633391128),17 (0.18497594292320746)
522811newsML.xml,33 (0.7116293197312716),44 (0.10824508829533766),35 (0.08456363179835062)
609975newsML.xml,24 (0.4287728317137186),38 (0.29696648363026573),3 (0.11430691510855974)
645169newsML.xml,35 (0.3618080011779309),22 (0.3059546701832878),18 (0.26353377941268147)
804727newsML.xml,5 (0.255793876700981),40 (0.1775459779346201),37 (0.13915516220827776)
610991newsML.xml,19 (0.9083921754214512),6 (0.07027449124519884),49 (0.0004444444444447828)
610958newsML.xml,19 (0.8899261206151818),42 (0.06663927930423828),22 (0.026027192673164456)
569900newsML.xml,1 (0.44066834726562315),37 (0.2098523517594011),41 (0.198501892438888)
479346newsML.xml,39 (0.3308167049941288),23 (0.3197629728115156),29 (0.23829886618511353)
709715newsML.xml,20 (0.39030015370725407),23 (0.35884092697919445),41 (0.14284654845616046)
570436newsML.xml,39 (0.5395965176864479),47 (0.34223171621895576),32 (0.09131462323744555)
609144newsML.xml,38 (0.7285815468117595),44 (0.11479420025389424),21 (0.10114100405368849)
657256newsML.xml,23 (0.3778105538557793),28 (0.32287617396156476),36 (0.16573525201214298)
479941newsML.xml,42 (0.7587330822762255),1 (0.19639533362840825),23 (0.028380356025148552)
645396newsML.xml,46 (0.935319636772663),10 (0.06033647182461843),11 (9.049773755663432e-05)
709838newsML.xml,11 (0.5248412617871322),13 (0.2195186610300266),14 (0.13805082277049302)
479988newsML.xml,42 (0.9910091743119234),49 (0.0001834862385321784),11 (0.0001834862385321784)
610675newsML.xml,19 (0.9748717948717918),49 (0.0005128205128205707),12 (0.0005128205128205707)
477995newsML.xml,39 (0.886776701130588),6 (0.10179472744081314),49 (0.0002380952380958122)
610396newsML.xml,16 (0.8226074780003244),13 (0.12579688643667644),42 (0.04210068606804373)
631211newsML.xml,12 (0.7300747014047575),11 (0.16078310855678293),10 (0.05476513812603535)
569307newsML.xml,4 (0.3563240662477239),14 (0.20579608626167037),5 (0.18205898205358573)
609372newsML.xml,41 (0.40775129824955453),5 (0.34501496566926243),8 (0.21532259949045346)
609691newsML.xml,10 (0.5304709632647119),5 (0.24506225814555077),42 (0.1916975040424776)
479170newsML.xml,5 (0.8164394574626599),30 (0.11275374573437183),23 (0.04873532064904577)
609658newsML.xml,34 (0.9427862849427947),11 (0.05343418749814716),12 (7.874015748037438e-05)
570600newsML.xml,12 (0.6931326457462216),21 (0.2123704887879602),19 (0.042615088763547644)
479493newsML.xml,10 (0.2802190947486976),39 (0.22229482341221557),19 (0.126706759065665)
710815newsML.xml,44 (0.7279916802744192),48 (0.07910264418651826),49 (0.07679629447368634)
478947newsML.xml,29 (0.40303405029375877),16 (0.3603723515336233),30 (0.13180559587207713)
480083newsML.xml,44 (0.34300693095682816),14 (0.27411722335343935),0 (0.2385112932782323)
480560newsML.xml,25 (0.32642651104122833),16 (0.2849979153943028),19 (0.24161048989883255)
611359newsML.xml,19 (0.8042805756288336),38 (0.17390124255294384),49 (0.00045454545454629735)
568301newsML.xml,16 (0.7750931502618043),42 (0.19635075441991123),10 (0.02285912562128472)
611390newsML.xml,19 (0.918700425126098),6 (0.06209957487389094),49 (0.0004000000000002254)
611673newsML.xml,19 (0.9735135135135105),49 (0.0005405405405405977),12 (0.0005405405405405977)
478495newsML.xml,14 (0.5063541286492061),49 (0.16253054469454226),29 (0.11700327234052342)
478176newsML.xml,39 (0.9213596046414596),30 (0.06431203714957974),49 (0.0002985074626866843)
608697newsML.xml,31 (0.4066153088719625),41 (0.2426986170360247),46 (0.10680477020670112)
608374newsML.xml,8 (0.5701771207581524),22 (0.18845138298172417),27 (0.13477077747557314)
711813newsML.xml,11 (0.35171640350621175),4 (0.17275415687688642),7 (0.15935068009755354)
611445newsML.xml,19 (0.9786956521738994),37 (0.0004347826086959249),11 (0.00043478260869592443)
800618newsML.xml,44 (0.3831734937647454),33 (0.3370080334998825),31 (0.15912382267594125)
711214newsML.xml,6 (0.9785212525339354),38 (0.01817977839389812),44 (6.872852233680673e-05)
656585newsML.xml,27 (0.9762965926090037),39 (0.012828481193795338),45 (0.007852418158612528)
608973newsML.xml,29 (0.5082759552668096),24 (0.32898689132802483),13 (0.14707048673849393)
568906newsML.xml,16 (0.5896645306738844),7 (0.1062318261804325),0 (0.0802859437201911)
611997newsML.xml,23 (0.8191358314496897),15 (0.07879380167768829),29 (0.07126531153537538)
608142newsML.xml,39 (0.8685132116088344),45 (0.08025976402951031),25 (0.018740434131623077)
478389newsML.xml,13 (0.6623815771002797),25 (0.15300319864534542),12 (0.1342371329494552)
608468newsML.xml,13 (0.36570408505307844),23 (0.31680783309505256),47 (0.13041318504139818)
694516newsML.xml,41 (0.5305774328296372),49 (0.3252251294960126),17 (0.1119388483617129)
732675newsML.xml,27 (0.3847551967927839),46 (0.212984825509111),17 (0.13462127620501266)
478340newsML.xml,29 (0.6148579134823667),13 (0.2578165523195616),39 (0.06576654535009298)
608232newsML.xml,5 (0.5137281173292579),29 (0.26272112623779514),27 (0.2136560195907506)
608718newsML.xml,44 (0.29786398135007425),48 (0.25233257011232607),5 (0.21831354118214563)
694385newsML.xml,14 (0.41228580958701383),30 (0.12496653135215272),0 (0.10935581469964482)
478030newsML.xml,24 (0.5354071528471129),23 (0.40840156688249246),9 (0.03940556598457465)
611735newsML.xml,19 (0.9807843137254862),49 (0.00039215686274517424),12 (0.00039215686274517424)
478801newsML.xml,12 (0.4449586346036302),40 (0.19568639895295806),1 (0.15771465471233845)
480426newsML.xml,42 (0.26090789171607875),36 (0.1278919270515077),13 (0.10131504112325865)
694450newsML.xml,23 (0.7356117223661424),3 (0.20550247202147665),24 (0.04359070917526259)
571095newsML.xml,42 (0.7980865902090729),19 (0.18779576273209778),49 (0.0002941176470589451)
478206newsML.xml,7 (0.559846387359209),16 (0.33679771050281226),23 (0.09713073657505718)
694499newsML.xml,41 (0.34846019026439734),49 (0.3071543044933779),30 (0.18354363059852868)
568889newsML.xml,38 (0.840378590800669),33 (0.13847076721578008),5 (0.01423887727766097)
568840newsML.xml,28 (0.4682811761720304),43 (0.1715610075517821),32 (0.13196189797388624)
611818newsML.xml,4 (0.3442091172597776),41 (0.3145230685546966),0 (0.14549668091322457)
608835newsML.xml,37 (0.2731708103399108),24 (0.2587999907525537),48 (0.1990578170459608)
480610newsML.xml,20 (0.6122532052086445),24 (0.1676621112061916),41 (0.10053501926072768)
611029newsML.xml,19 (0.9786956521739115),39 (0.00043478260869569117),49 (0.00043478260869567474)
568592newsML.xml,23 (0.39540355796416055),9 (0.16508113005655897),12 (0.15967934767701703)
611503newsML.xml,19 (0.9795833333333276),49 (0.00041666666666677885),12 (0.00041666666666677885)
609603newsML.xml,3 (0.9997134502923974),49 (5.8479532163815725e-06),12 (5.8479532163815725e-06)
522767newsML.xml,41 (0.8672071183311302),30 (0.12922410843466176),49 (7.434944237933595e-05)
570692newsML.xml,46 (0.43243795227109777),26 (0.1980722410277948),13 (0.1520183977827742)
479401newsML.xml,11 (0.5703365815575785),47 (0.21071871377158838),44 (0.16775852920907908)
570371newsML.xml,16 (0.3666025262363126),21 (0.3429973771025356),23 (0.16818820176220042)
609329newsML.xml,39 (0.9162425593417521),7 (0.044938914266822026),47 (0.020387153842323737)
610304newsML.xml,17 (0.43575658817867113),42 (0.35735229399211205),13 (0.18148571242380337)
477907newsML.xml,36 (0.6469758376940844),9 (0.15830308493831713),16 (0.13328778245095205)
569395newsML.xml,16 (0.6287894085700749),25 (0.2145751150930311),4 (0.10685940269569572)
710555newsML.xml,15 (0.5671951705329515),23 (0.19546497842664423),17 (0.16207775603882518)
569676newsML.xml,16 (0.5080191754575755),12 (0.25359929180296653),2 (0.13502328509531927)
645304newsML.xml,5 (0.47784760355702605),33 (0.31480694052839603),31 (0.07446135548436)
479637newsML.xml,39 (0.7684618837131364),19 (0.156018959412004),29 (0.05259508167072958)
522598newsML.xml,35 (0.9044545659884213),38 (0.0673101398938959),49 (0.0005882352941183888)
570147newsML.xml,39 (0.8697636729336821),3 (0.10737918420913767),49 (0.0004761904761912541)
609435newsML.xml,2 (0.9742105263157874),12 (0.0005263157894737656),49 (0.0005263157894737134)
522551newsML.xml,8 (0.5055464907873297),22 (0.4792154139745697),49 (0.00031746031746042745)
610903newsML.xml,19 (0.9777272727272628),49 (0.00045454545454565236),12 (0.00045454545454565236)
789724newsML.xml,39 (0.46339770121214385),3 (0.2022587878652553),32 (0.11712918094129345)
569992newsML.xml,36 (0.5757219323325088),38 (0.20828629020197287),31 (0.11522973240947951)
645418newsML.xml,24 (0.5696727456038203),10 (0.3884364375707834),16 (0.029522395772744865)
668855newsML.xml,17 (0.6948891343312921),23 (0.08845608006271068),25 (0.06887661923084998)
570976newsML.xml,19 (0.971999999999965),29 (0.000571428571438885),49 (0.0005714285714290758)
645132newsML.xml,8 (0.9855882352941123),49 (0.00029411764705893913),12 (0.00029411764705893913)
610418newsML.xml,42 (0.7100127889229559),29 (0.13217186693372285),32 (0.09344204060020356)
569440newsML.xml,16 (0.4406992548207672),11 (0.17915047228547812),19 (0.15693208779677437)
610132newsML.xml,37 (0.6975681859900386),44 (0.19420278268452115),46 (0.0989221006323417)
569489newsML.xml,37 (0.47697137158196107),26 (0.24912540138303155),46 (0.10404495220600998)
479895newsML.xml,24 (0.3085020476432493),3 (0.24837207937088135),20 (0.21758894590270123)
645242newsML.xml,30 (0.4749958601723837),21 (0.2450956954502096),14 (0.2134672430418267)
477888newsML.xml,16 (0.47117397094800445),7 (0.2783277260474399),39 (0.08320429986368888)
610768newsML.xml,23 (0.5831480540942906),38 (0.212782423247701),19 (0.17558467417315013)
569730newsML.xml,23 (0.45173447145614465),46 (0.33099228903223854),39 (0.11152181856625065)
610242newsML.xml,29 (0.4806808658694905),44 (0.21082774418689013),24 (0.10921795897358084)
633309newsML.xml,18 (0.8350938569867681),44 (0.11170894995777393),1 (0.050304885363141295)
479547newsML.xml,14 (0.8014053187594071),16 (0.06778767586479245),4 (0.06367782592073966)
570237newsML.xml,39 (0.8887478857679885),43 (0.09125211423190112),49 (0.0004166666666689615)
733072newsML.xml,1 (0.5135711817430723),30 (0.09330440732013474),22 (0.06990375505427604)
609745newsML.xml,38 (0.47335225886557036),37 (0.198168553028611),39 (0.17273010593323018)
522621newsML.xml,34 (0.16279727768113075),41 (0.14108755020603067),46 (0.133499036642825)
610074newsML.xml,16 (0.7076926572974589),12 (0.15813486438729016),7 (0.11326581994542471)
610597newsML.xml,19 (0.982499999999994),49 (0.0003571428571429737),12 (0.0003571428571429737)
569506newsML.xml,42 (0.5690649470717792),23 (0.4140282902590981),43 (0.009505187865884116)
645074newsML.xml,45 (0.6110503730993795),38 (0.3558461786247411),49 (0.0006896551724141565)
609868newsML.xml,13 (0.3004194567829561),29 (0.2750095521173418),25 (0.09721166016491005)
570830newsML.xml,16 (0.9047177462482245),4 (0.0870063916828003),49 (0.0001724137931036508)
789662newsML.xml,8 (0.6984323882052779),5 (0.10737623399891541),26 (0.07365384387140454)
610845newsML.xml,19 (0.9795833333333281),49 (0.00041666666666676855),12 (0.00041666666666676855)
609573newsML.xml,30 (0.36278948903692165),44 (0.29905090208179524),11 (0.19024823276451897)
609090newsML.xml,39 (0.6030934962551274),4 (0.14597328314091357),12 (0.10849834350188567)
479771newsML.xml,23 (0.2939476937715834),42 (0.13446006979557298),16 (0.13110120231532715)
570001newsML.xml,29 (0.68617041295784),39 (0.24176201884052032),32 (0.04595645709044045)
612071newsML.xml,16 (0.5151580255301706),36 (0.13180838640304646),39 (0.10308641582746073)
479292newsML.xml,43 (0.5691887759822392),20 (0.1390929078798017),23 (0.12447939658251746)
609059newsML.xml,29 (0.36889517190113863),24 (0.2302851074058073),16 (0.19121816546743506)
568500newsML.xml,29 (0.6415510242810879),11 (0.16160141862340743),16 (0.0988945771423315)
611558newsML.xml,19 (0.9803999999999897),49 (0.00040000000000020477),12 (0.00040000000000020477)
611591newsML.xml,19 (0.9748717948717828),49 (0.0005128205128207532),12 (0.0005128205128207532)
611072newsML.xml,19 (0.7911644170155984),25 (0.1563030168040278),21 (0.034101193631300986)
480682newsML.xml,44 (0.21985697961996603),8 (0.20300586383383643),14 (0.11931111828083088)
480361newsML.xml,43 (0.2907477155427701),10 (0.25869809578032654),16 (0.17628294533742672)
611843newsML.xml,19 (0.9223720209206964),29 (0.05362797907929575),49 (0.000500000000000156)
571007newsML.xml,19 (0.9070571690315217),3 (0.0711246491502848),49 (0.0004545454545456917)
478294newsML.xml,14 (0.46718240313045467),22 (0.35062916655718857),35 (0.10676804889540212)
478777newsML.xml,16 (0.3440436235789449),1 (0.3114991171402755),29 (0.1609134035615763)
608575newsML.xml,44 (0.38850795032764357),24 (0.1903954660172517),5 (0.16437480462274492)
478893newsML.xml,16 (0.4493698336712435),21 (0.3146849114917946),13 (0.17418047341352771)
480157newsML.xml,24 (0.2929124505830966),21 (0.2727391935002179),36 (0.210590988152904)
611244newsML.xml,19 (0.9614872976078607),12 (0.021058156937589032),49 (0.00036363636363645946)
568736newsML.xml,16 (0.5915936409795143),42 (0.20373049588899586),0 (0.09036398279331041)
798845newsML.xml,24 (0.5937057327422474),9 (0.12701524251283536),14 (0.10929615310477601)
478588newsML.xml,11 (0.3728604201249053),24 (0.25836420095313584),48 (0.1475812279796653)
608743newsML.xml,37 (0.40113036103200483),24 (0.3881585702110276),13 (0.2028777354236058)
694317newsML.xml,22 (0.34253388591789075),0 (0.28333705443700147),8 (0.2345411011283456)
608269newsML.xml,29 (0.3808222819687462),38 (0.18781068648092758),37 (0.16166417001815114)
571231newsML.xml,15 (0.5800387116372869),5 (0.1563478329435975),33 (0.11581163376339872)
478541newsML.xml,20 (0.8368821906576048),23 (0.13402690025146907),12 (0.0006060606060609594)
571188newsML.xml,3 (0.38423730957129604),32 (0.34458725043615746),24 (0.15642702382131507)
660469newsML.xml,5 (0.7979945038899497),14 (0.1061421438598949),46 (0.0551373865740267)
608433newsML.xml,22 (0.46417025083146385),8 (0.2957493402693303),34 (0.23688312998762845)
571141newsML.xml,23 (0.481026975458479),4 (0.2618386570895798),46 (0.10099378715870286)
478631newsML.xml,24 (0.49470392798999063),34 (0.2330881658041222),46 (0.15382398842201606)
694584newsML.xml,44 (0.48752064708614734),8 (0.460427634727858),14 (0.03793758886640702)
568994newsML.xml,41 (0.7349242624009366),30 (0.16916219258177095),8 (0.09171711644585592)
611905newsML.xml,4 (0.4689512155669441),41 (0.27944247246634935),8 (0.1304211224318963)
714376newsML.xml,6 (0.6028899187339717),37 (0.18114982707786587),38 (0.06791650223833426)
480227newsML.xml,16 (0.9576224762428317),42 (0.025535418493885628),49 (0.00035087719298505365)
608928newsML.xml,5 (0.4478515193868996),10 (0.18461315097762987),6 (0.1474893716427935)
611134newsML.xml,19 (0.974871794871791),49 (0.0005128205128205874),12 (0.0005128205128205874)
568446newsML.xml,29 (0.6366816614813173),39 (0.31473510251456754),33 (0.025942469209518124)
478407newsML.xml,16 (0.3565521391345038),43 (0.3196359287598068),2 (0.21358366712314872)
694298newsML.xml,22 (0.36173094739598693),35 (0.3608577833488727),8 (0.25882095531581795)
608605newsML.xml,37 (0.2736875763441461),18 (0.17262592853145367),17 (0.15419660130609814)
568670newsML.xml,14 (0.37921792609729454),8 (0.17992483252131106),22 (0.17918707109206627)
611628newsML.xml,19 (0.8172575739847161),15 (0.16274242601527233),49 (0.00041666666666690175)
568393newsML.xml,23 (0.5458552215907662),0 (0.20591767695828533),3 (0.1485060322039611)
611302newsML.xml,19 (0.9111268398751747),46 (0.06753982679146728),49 (0.00044444444444495073)
480011newsML.xml,17 (0.6181191937333685),23 (0.27164638432216925),36 (0.08072427986307441)
479826newsML.xml,24 (0.8643778648241184),23 (0.08504853726962551),38 (0.029396249474810496)
645238newsML.xml,9 (0.2522498812795043),41 (0.23163758719445549),37 (0.21561078099175876)
610712newsML.xml,19 (0.981851851851846),49 (0.0003703703703704865),12 (0.0003703703703704865)
659606newsML.xml,22 (0.40270205439180917),5 (0.2593345870630369),24 (0.2162482908477258)
569783newsML.xml,16 (0.25454467334281883),36 (0.248593268028121),13 (0.14741491978895357)
569260newsML.xml,38 (0.38713178435521767),16 (0.24319095483781714),12 (0.12076260750888933)
610238newsML.xml,5 (0.5366724555084432),33 (0.12726335932141225),41 (0.11631922244216719)
609215newsML.xml,33 (0.5268332606812509),5 (0.3490533154185363),22 (0.05654666743184778)
522692newsML.xml,11 (0.3368431799292445),41 (0.30130913778798285),14 (0.25733029144655506)
479017newsML.xml,16 (0.8159200857286028),25 (0.0996667148137855),42 (0.07938646148968861)
570284newsML.xml,16 (0.8583523675730322),49 (0.10694570184783035),21 (0.030865195885241285)
570767newsML.xml,39 (0.5515382697329233),23 (0.12007852785854511),3 (0.11541297530334313)
626346newsML.xml,41 (0.2755509613209026),48 (0.13685117715822345),18 (0.098592241446082)
569056newsML.xml,24 (0.4618571524590965),44 (0.24813528095340984),45 (0.12525814357770268)
610524newsML.xml,24 (0.42622419927530436),14 (0.41903133548679855),4 (0.11096714706063299)
609812newsML.xml,39 (0.9466159648246137),32 (0.040752456228008216),49 (0.0002631578947370467)
570883newsML.xml,4 (0.8378757590500256),40 (0.14779588274099414),49 (0.0002985074626870843)
789618newsML.xml,47 (0.7079284554137341),8 (0.19704107877810162),33 (0.0855355163131643)
804689newsML.xml,0 (0.35124976979024963),17 (0.3000449809935236),23 (0.1855733906284919)
569867newsML.xml,44 (0.8266084186229125),18 (0.1374236034300961),48 (0.02055814188136111)
479221newsML.xml,42 (0.5854497130038712),39 (0.24854743951620548),28 (0.13466951414658118)
609509newsML.xml,40 (0.2851674718832637),5 (0.19555533671548608),16 (0.1860917003869679)
570551newsML.xml,29 (0.6485495800047896),11 (0.16150365043464635),39 (0.1410340469428899)
609023newsML.xml,30 (0.33662716331688697),17 (0.3155909562606704),41 (0.2199874176645469)
570598newsML.xml,33 (0.4324589127876532),30 (0.26090541406915074),11 (0.1536130868036096)
479151newsML.xml,12 (0.311385299258992),37 (0.3107357902518819),5 (0.18391268869424215)
609679newsML.xml,37 (0.8014768775101744),46 (0.10755035177864733),30 (0.07094834918252232)
570621newsML.xml,21 (0.5385276457661521),24 (0.19134491489727823),44 (0.1525761889480367)
668228newsML.xml,37 (0.4054187381186294),23 (0.2510580903590746),19 (0.13496809128729362)
479198newsML.xml,16 (0.7255232161150738),29 (0.16100089888342164),10 (0.05473708759125319)
609353newsML.xml,2 (0.7152274352628695),32 (0.263439231403788),29 (0.0004444444444446318)
569326newsML.xml,29 (0.4529843536969777),26 (0.36181962313839705),37 (0.15754896434103827)
610654newsML.xml,19 (0.9818518518518479),49 (0.00037037037037044657),12 (0.00037037037037044657)
479960newsML.xml,29 (0.8831478757850262),37 (0.05753115677388645),5 (0.04542637132825649)
609165newsML.xml,43 (0.6202219005229577),16 (0.16010153459671292),12 (0.08489613990147005)
609486newsML.xml,5 (0.21720138771732062),28 (0.19058865086961307),37 (0.17630918956865063)
479367newsML.xml,5 (0.6862740959374002),37 (0.20031622001047972),23 (0.055009486570914284)
479684newsML.xml,42 (0.6230547114127482),13 (0.125315494925983),23 (0.11576123746646251)
570417newsML.xml,16 (0.6207493603267953),20 (0.216147926986089),22 (0.07743374201980203)
610979newsML.xml,16 (0.9403037425129247),25 (0.023225539275636174),30 (0.01873884478660169)
569921newsML.xml,16 (0.7863041313429991),2 (0.14262486011094908),23 (0.05744782014018465)
645181newsML.xml,32 (0.4194318399973661),16 (0.27870124765033893),39 (0.19122326664907416)
522830newsML.xml,12 (0.29254698141354113),16 (0.1884662062229061),44 (0.17471798425755672)
645148newsML.xml,35 (0.4327779860034823),22 (0.40103498769618795),27 (0.14323126551304585)
609954newsML.xml,38 (0.3933087155695312),32 (0.32107988131996573),16 (0.13527724470853694)
610462newsML.xml,16 (0.4077353169038059),38 (0.2637009159423316),49 (0.14236729535151957)
610181newsML.xml,25 (0.21513725350449633),35 (0.17941868494042545),36 (0.15644829382714545)
569110newsML.xml,29 (0.4255242632084708),32 (0.39154548553052604),13 (0.16485332818407755)
610148newsML.xml,5 (0.5210770517194454),41 (0.24258317666531465),15 (0.131969662761378)
478682newsML.xml,48 (0.39882806758547173),44 (0.33683873744169),41 (0.1813289762436288)
608449newsML.xml,24 (0.31612691254811914),23 (0.19987130586800156),1 (0.18551087257327778)
694537newsML.xml,22 (0.3975878699567234),37 (0.38480004061843404),34 (0.14417460012995542)
478361newsML.xml,13 (0.3559782855465993),15 (0.32043534720120154),23 (0.31105303391884737)
608480newsML.xml,13 (0.267649662818105),23 (0.25718042175430195),24 (0.17447858100525446)
608163newsML.xml,15 (0.40867704243904557),37 (0.30274061680983594),23 (0.18629170456341188)
568927newsML.xml,30 (0.9827010196957413),12 (0.013332038155492923),49 (8.26446280992855e-05)
608952newsML.xml,16 (0.7769081806465847),13 (0.150232199797437),10 (0.0648254315217706)
480294newsML.xml,46 (0.22162326989313447),16 (0.18137019460109652),4 (0.1269857730202666)
667834newsML.xml,20 (0.393514934631408),14 (0.27202253212745425),24 (0.16133185005541217)
711235newsML.xml,49 (0.8482965043714867),41 (0.12365468932495449),22 (0.018920550968929917)
611187newsML.xml,19 (0.9184960272882188),6 (0.06372619493398923),49 (0.0003703703703706603)
611464newsML.xml,19 (0.9795833333333306),49 (0.00041666666666671906),12 (0.00041666666666671906)
667233newsML.xml,11 (0.46208212568459406),46 (0.16703457480738637),17 (0.15598622255545633)
714410newsML.xml,37 (0.300309530239469),1 (0.2150911865473717),17 (0.19231559512468727)
608355newsML.xml,22 (0.5088341693948495),26 (0.46222455825792125),44 (0.02516617194561956)
478157newsML.xml,34 (0.9035125526222705),29 (0.09324420413448363),49 (6.756756756762708e-05)
611652newsML.xml,19 (0.9799999999999859),49 (0.00040816326530640604),12 (0.00040816326530640604)
611378newsML.xml,19 (0.9095959761500312),6 (0.06953445863256458),49 (0.00043478260869591674)
568320newsML.xml,36 (0.8902210845941549),39 (0.09263605826295773),11 (0.00035714285714348533)
478966newsML.xml,41 (0.531657245841721),49 (0.40409580308558074),46 (0.057232025699557314)
625203newsML.xml,12 (0.4365657965097438),32 (0.251451524003673),0 (0.11380665825419377)
480541newsML.xml,39 (0.4020614563448945),3 (0.3087008728502149),24 (0.14104920412111624)
480588newsML.xml,36 (0.44315225808773756),25 (0.25848924823313457),29 (0.17068436475017426)
528065newsML.xml,31 (0.8582560274332135),46 (0.13516863010103056),49 (0.00013698630136991374)
611522newsML.xml,19 (0.9760975609756044),39 (0.0004878048780488849),49 (0.00048780487804888457)
611008newsML.xml,37 (0.4348148352606464),25 (0.1645541109480799),43 (0.1565567711220142)
480631newsML.xml,11 (0.4502680036662019),20 (0.33687601147036644),41 (0.08160028838495896)
608814newsML.xml,29 (0.4502410957994731),32 (0.3411380729957668),0 (0.1881860485960589)
568861newsML.xml,20 (0.6214460310653728),6 (0.15254503748591325),23 (0.12173174784707207)
611839newsML.xml,38 (0.4456708898111722),16 (0.35204709809483614),19 (0.18579078402380914)
694471newsML.xml,36 (0.35324020785854177),3 (0.3001800297285137),23 (0.2967252284282399)
478227newsML.xml,9 (0.5024332983122297),23 (0.19099339802573365),5 (0.1224947919688835)
526287newsML.xml,18 (0.7006312315074459),22 (0.17206335553994495),37 (0.12127977192694848)
478820newsML.xml,1 (0.4100570537687552),40 (0.19749180389001422),31 (0.1833343290823508)
480407newsML.xml,16 (0.7430530142440034),25 (0.17536898329389583),39 (0.06159161594047491)
568785newsML.xml,29 (0.5158126885089865),13 (0.3734517147778981),32 (0.08533019130767697)
611714newsML.xml,43 (0.28845236913922173),25 (0.2808958962920804),14 (0.13027199784031213)
608739newsML.xml,30 (0.45789951766456155),49 (0.15232172713212727),41 (0.13997331160542412)
694647newsML.xml,34 (0.3883656836249463),5 (0.25774536014139504),23 (0.2527300506693706)
478011newsML.xml,23 (0.5715780721365684),38 (0.3188311391852527),31 (0.10063840772577184)
608213newsML.xml,23 (0.536864646786107),39 (0.1699535629886197),25 (0.14804331116374544)
608207newsML.xml,39 (0.9880487804877908),19 (0.0002439024390359159),49 (0.00024390243902444668)
694379newsML.xml,34 (0.5861387443219847),37 (0.3581757529293241),48 (0.049418836082018365)
713154newsML.xml,24 (0.3910854077640009),30 (0.22400574001404583),40 (0.1725975134901936)
478005newsML.xml,24 (0.24572792384360573),23 (0.17504604303721824),9 (0.16525383413661832)
714542newsML.xml,1 (0.6015350723392914),18 (0.2957933544100794),24 (0.0957086102876598)
480413newsML.xml,12 (0.40585067690127496),27 (0.4005542901310613),13 (0.051127643470371534)
478834newsML.xml,14 (0.3374883995891484),37 (0.21009942170963114),2 (0.18934061729323862)
480139newsML.xml,13 (0.3284669374622515),38 (0.29450294284081324),16 (0.2345544740656875)
611700newsML.xml,19 (0.7857986452549465),29 (0.09603152480279736),42 (0.06904533164651794)
568758newsML.xml,37 (0.38577248355906113),24 (0.33923054347229203),13 (0.19710412641058186)
662291newsML.xml,46 (0.3887876669289509),4 (0.280398694997993),45 (0.20048343778461566)
568791newsML.xml,29 (0.38296882096963186),14 (0.17123563789428278),12 (0.15642253570013606)
568875newsML.xml,49 (0.3597780509115769),23 (0.23555886174052074),28 (0.1925634802306381)
478233newsML.xml,42 (0.6700638590668921),40 (0.16585564203575437),16 (0.09458704059139678)
694465newsML.xml,23 (0.36328103450902594),42 (0.3051790629677153),21 (0.14310609280676267)
571069newsML.xml,42 (0.4488963934603952),4 (0.235021977185871),19 (0.12460706002062508)
478719newsML.xml,41 (0.6617766672554116),27 (0.1467274570020157),1 (0.11587607922757458)
711684newsML.xml,5 (0.6048959028632211),23 (0.2424631104619433),1 (0.07241513556255783)
611536newsML.xml,19 (0.9754999999999945),49 (0.000500000000000106),12 (0.000500000000000106)
800288newsML.xml,8 (0.2515628330972633),35 (0.2478042470281556),41 (0.19273429746349668)
608800newsML.xml,14 (0.26918760334605885),44 (0.23579403019537556),7 (0.16213589938335013)
625167newsML.xml,29 (0.38905302634777716),12 (0.2888066593738452),32 (0.14765796474509038)
480625newsML.xml,49 (0.8731966280164385),46 (0.11842672485681899),18 (0.0053147578759227265)
568334newsML.xml,39 (0.9270356383750658),23 (0.06111250977305761),49 (0.0002469135802474334)
611646newsML.xml,19 (0.8794510256936103),43 (0.10172544489457887),49 (0.0003921568627460542)
480555newsML.xml,16 (0.37849926495333147),24 (0.16843554136088157),36 (0.1614212132721772)
478972newsML.xml,16 (0.4991694311109273),6 (0.12946047579981387),43 (0.10675655614696063)
711826newsML.xml,37 (0.3232986663687953),23 (0.18427284335193975),1 (0.08388253133848365)
608388newsML.xml,22 (0.5390135764013527),47 (0.135970609390977),45 (0.10553694634978589)
478143newsML.xml,23 (0.23237471294381146),47 (0.2203182731078701),39 (0.2084346739496142)
